product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0001571,Product 1571,Description of Product 1571,76.04,Home Appliances,1002,,Color:Brown;Size:M;Voltage:220V,Ikea,Utensils;Home
P0001572,Product 1572,Description of Product 1572,609.71,Books,1006,1001,Color:White;Size:M,Ikea,Kitchen;Furniture
P0001573,Product 1573,Description of Product 1573,258.08,Furniture,1004,1004,Color:Blue;Size:S;Material:Wood,Panasonic,Gadgets;Electronics
P0001574,Product 1574,Description of Product 1574,423.56,Kitchen,1003,1003,Color:Blue;Size:M;Material:Wood,LG,Living Room;Home
P0001575,Product 1575,Description of Product 1575,483.51,Home Appliances,1002,1001,Color:White;Size:M;Voltage:220V,Ikea,Electronics;Gadgets
P0001576,Product 1576,Description of Product 1576,865.62,Toys,1005,1004,Color:Blue;Size:L,LG,Living Room;Electronics
P0001577,Product 1577,Description of Product 1577,245.52,Books,1006,1002,Color:Black;Size:S,LG,Gadgets;Furniture
P0001578,Product 1578,Description of Product 1578,122.25,Toys,1005,1002,Color:Blue;Size:L,Samsung,Furniture;Utensils
P0001579,Product 1579,Description of Product 1579,633.99,Kitchen,1003,1001,Color:Blue;Size:L;Material:Plastic,Panasonic,Utensils;Gadgets
P0001580,Product 1580,Description of Product 1580,998.98,Furniture,1004,,Color:White;Size:L;Material:Plastic,Samsung,Smartphones;Home
P0001581,Product 1581,Description of Product 1581,702.06,Electronics,1001,1001,Color:Black;Size:S,Ikea,Furniture;Utensils
P0001582,Product 1582,Description of Product 1582,883.48,Home Appliances,1002,1004,Color:Red;Size:XL;Voltage:220V,Ikea,Smartphones;Furniture
P0001583,Product 1583,Description of Product 1583,163.75,Books,1006,1001,Color:Brown;Size:M,Samsung,Utensils;Electronics
P0001584,Product 1584,Description of Product 1584,256.58,Books,1006,,Color:Blue;Size:M,Philips,Smartphones;Electronics
P0001585,Product 1585,Description of Product 1585,367.22,Books,1006,1003,Color:Red;Size:XL,Panasonic,Electronics;Home
P0001586,Product 1586,Description of Product 1586,438.34,Toys,1005,1005,Color:White;Size:L,Ikea,Electronics;Kitchen
P0001587,Product 1587,Description of Product 1587,42.64,Books,1006,1003,Color:White;Size:S,Philips,Smartphones;Electronics
P0001588,Product 1588,Description of Product 1588,126.32,Electronics,1001,1004,Color:Brown;Size:L,Sony,Home;Gadgets
P0001589,Product 1589,Description of Product 1589,894.79,Furniture,1004,1001,Color:Brown;Size:XL;Material:Plastic,Ikea,Furniture;Smartphones
P0001590,Product 1590,Description of Product 1590,208.76,Furniture,1004,1002,Color:White;Size:M;Material:Plastic,Samsung,Living Room;Kitchen
P0001591,Product 1591,Description of Product 1591,201.4,Toys,1005,1004,Color:Red;Size:S,Philips,Gadgets;Living Room
P0001592,Product 1592,Description of Product 1592,336.17,Toys,1005,1005,Color:Black;Size:L,Ikea,Furniture;Home
P0001593,Product 1593,Description of Product 1593,47.77,Furniture,1004,1002,Color:Red;Size:XL;Material:Steel,Sony,Smartphones;Utensils
P0001594,Product 1594,Description of Product 1594,440.45,Kitchen,1003,1002,Color:Blue;Size:XL;Material:Plastic,LG,Gadgets;Living Room
P0001595,Product 1595,Description of Product 1595,902.99,Home Appliances,1002,1005,Color:Brown;Size:XL;Voltage:220V,Philips,Gadgets;Home
P0001596,Product 1596,Description of Product 1596,730.88,Furniture,1004,1004,Color:White;Size:XL;Material:Wood,Sony,Gadgets;Furniture
P0001597,Product 1597,Description of Product 1597,192.58,Electronics,1001,1003,Color:Red;Size:M,Sony,Home;Gadgets
P0001598,Product 1598,Description of Product 1598,790.47,Electronics,1001,1002,Color:White;Size:L,Philips,Furniture;Gadgets
P0001599,Product 1599,Description of Product 1599,532.38,Books,1006,1002,Color:Blue;Size:XL,LG,Electronics;Smartphones
P0001600,Product 1600,Description of Product 1600,729.0,Toys,1005,1004,Color:White;Size:M,Panasonic,Living Room;Home
P0001601,Product 1601,Description of Product 1601,126.91,Books,1006,1004,Color:Blue;Size:M,Panasonic,Smartphones;Electronics
P0001602,Product 1602,Description of Product 1602,768.39,Home Appliances,1002,1004,Color:White;Size:S;Voltage:220V,LG,Electronics;Smartphones
P0001603,Product 1603,Description of Product 1603,385.92,Kitchen,1003,1004,Color:Black;Size:L;Material:Wood,Panasonic,Home;Furniture
P0001604,Product 1604,Description of Product 1604,353.78,Toys,1005,1001,Color:White;Size:S,LG,Furniture;Electronics
P0001605,Product 1605,Description of Product 1605,443.55,Kitchen,1003,1001,Color:Blue;Size:L;Material:Wood,Sony,Furniture;Smartphones
P0001606,Product 1606,Description of Product 1606,299.97,Books,1006,,Color:Blue;Size:L,Sony,Kitchen;Home
P0001607,Product 1607,Description of Product 1607,887.72,Toys,1005,,Color:Red;Size:S,Panasonic,Living Room;Kitchen
P0001608,Product 1608,Description of Product 1608,403.7,Furniture,1004,1003,Color:Blue;Size:S;Material:Steel,Samsung,Living Room;Smartphones
P0001609,Product 1609,Description of Product 1609,502.56,Books,1006,1001,Color:Blue;Size:S,Samsung,Furniture;Home
P0001610,Product 1610,Description of Product 1610,580.63,Kitchen,1003,1001,Color:Blue;Size:S;Material:Steel,Ikea,Smartphones;Gadgets
P0001611,Product 1611,Description of Product 1611,64.62,Kitchen,1003,1003,Color:White;Size:S;Material:Steel,Samsung,Kitchen;Utensils
P0001612,Product 1612,Description of Product 1612,84.99,Home Appliances,1002,1002,Color:Red;Size:L;Voltage:220V,Sony,Utensils;Gadgets
P0001613,Product 1613,Description of Product 1613,501.09,Furniture,1004,,Color:Black;Size:L;Material:Plastic,Philips,Electronics;Smartphones
P0001614,Product 1614,Description of Product 1614,939.15,Books,1006,1004,Color:Blue;Size:M,Samsung,Kitchen;Smartphones
P0001615,Product 1615,Description of Product 1615,143.98,Furniture,1004,1001,Color:Brown;Size:L;Material:Wood,Panasonic,Gadgets;Home
P0001616,Product 1616,Description of Product 1616,300.82,Furniture,1004,,Color:Black;Size:M;Material:Wood,Ikea,Living Room;Home
P0001617,Product 1617,Description of Product 1617,742.76,Toys,1005,1002,Color:White;Size:S,LG,Living Room;Gadgets
P0001618,Product 1618,Description of Product 1618,648.87,Kitchen,1003,1002,Color:White;Size:L;Material:Steel,LG,Living Room;Furniture
P0001619,Product 1619,Description of Product 1619,885.94,Kitchen,1003,1002,Color:Red;Size:M;Material:Plastic,Samsung,Gadgets;Electronics
P0001620,Product 1620,Description of Product 1620,772.73,Home Appliances,1002,1003,Color:White;Size:XL;Voltage:110V,Ikea,Electronics;Kitchen
P0001621,Product 1621,Description of Product 1621,489.65,Home Appliances,1002,1002,Color:Black;Size:XL;Voltage:220V,Philips,Electronics;Utensils
P0001622,Product 1622,Description of Product 1622,703.21,Kitchen,1003,1002,Color:Blue;Size:M;Material:Plastic,Panasonic,Home;Gadgets
P0001623,Product 1623,Description of Product 1623,986.93,Electronics,1001,1003,Color:Brown;Size:M,Samsung,Gadgets;Utensils
P0001624,Product 1624,Description of Product 1624,886.6,Home Appliances,1002,1004,Color:Blue;Size:S;Voltage:220V,Panasonic,Smartphones;Gadgets
P0001625,Product 1625,Description of Product 1625,234.88,Home Appliances,1002,1004,Color:Brown;Size:XL;Voltage:220V,Samsung,Electronics;Gadgets
P0001626,Product 1626,Description of Product 1626,206.28,Electronics,1001,1003,Color:Brown;Size:M,Philips,Kitchen;Gadgets
P0001627,Product 1627,Description of Product 1627,186.62,Electronics,1001,1003,Color:Red;Size:S,Sony,Smartphones;Electronics
P0001628,Product 1628,Description of Product 1628,190.32,Furniture,1004,1003,Color:White;Size:S;Material:Steel,Sony,Living Room;Utensils
P0001629,Product 1629,Description of Product 1629,650.89,Furniture,1004,1005,Color:Brown;Size:M;Material:Steel,LG,Smartphones;Gadgets
P0001630,Product 1630,Description of Product 1630,96.72,Electronics,1001,,Color:Red;Size:S,Samsung,Gadgets;Home
P0001631,Product 1631,Description of Product 1631,418.11,Toys,1005,1001,Color:Black;Size:S,Panasonic,Living Room;Smartphones
P0001632,Product 1632,Description of Product 1632,383.14,Furniture,1004,1001,Color:White;Size:L;Material:Steel,Philips,Furniture;Gadgets
P0001633,Product 1633,Description of Product 1633,806.34,Kitchen,1003,1003,Color:White;Size:XL;Material:Steel,Sony,Furniture;Kitchen
P0001634,Product 1634,Description of Product 1634,953.44,Electronics,1001,1002,Color:Black;Size:XL,Philips,Electronics;Home
P0001635,Product 1635,Description of Product 1635,682.47,Toys,1005,1002,Color:Red;Size:S,LG,Gadgets;Electronics
P0001636,Product 1636,Description of Product 1636,621.26,Toys,1005,1001,Color:Black;Size:S,Philips,Living Room;Electronics
P0001637,Product 1637,Description of Product 1637,720.07,Toys,1005,1003,Color:Red;Size:XL,Sony,Home;Living Room
P0001638,Product 1638,Description of Product 1638,945.6,Home Appliances,1002,1003,Color:Blue;Size:S;Voltage:110V,Sony,Electronics;Kitchen
P0001639,Product 1639,Description of Product 1639,996.59,Toys,1005,,Color:Brown;Size:L,LG,Gadgets;Electronics
P0001640,Product 1640,Description of Product 1640,649.43,Kitchen,1003,1005,Color:Red;Size:S;Material:Steel,Panasonic,Furniture;Smartphones
P0001641,Product 1641,Description of Product 1641,118.1,Electronics,1001,1003,Color:White;Size:XL,Ikea,Electronics;Living Room
P0001642,Product 1642,Description of Product 1642,525.55,Books,1006,1002,Color:Red;Size:M,Samsung,Smartphones;Living Room
P0001643,Product 1643,Description of Product 1643,761.67,Toys,1005,1001,Color:Brown;Size:XL,Philips,Smartphones;Electronics
P0001644,Product 1644,Description of Product 1644,396.39,Home Appliances,1002,1004,Color:Brown;Size:M;Voltage:220V,Panasonic,Smartphones;Kitchen
P0001645,Product 1645,Description of Product 1645,625.73,Home Appliances,1002,1001,Color:Black;Size:L;Voltage:220V,Sony,Furniture;Electronics
P0001646,Product 1646,Description of Product 1646,459.69,Home Appliances,1002,,Color:Brown;Size:L;Voltage:220V,Sony,Smartphones;Utensils
P0001647,Product 1647,Description of Product 1647,381.27,Books,1006,1005,Color:Blue;Size:M,Panasonic,Kitchen;Living Room
P0001648,Product 1648,Description of Product 1648,902.73,Books,1006,1002,Color:Black;Size:S,Ikea,Utensils;Smartphones
P0001649,Product 1649,Description of Product 1649,285.39,Toys,1005,1003,Color:Brown;Size:XL,Sony,Furniture;Gadgets
P0001650,Product 1650,Description of Product 1650,322.66,Furniture,1004,1005,Color:Brown;Size:M;Material:Plastic,Samsung,Utensils;Furniture
P0001651,Product 1651,Description of Product 1651,793.18,Books,1006,1003,Color:Blue;Size:S,LG,Electronics;Smartphones
P0001652,Product 1652,Description of Product 1652,210.12,Home Appliances,1002,1005,Color:Brown;Size:S;Voltage:110V,Ikea,Living Room;Furniture
P0001653,Product 1653,Description of Product 1653,508.66,Books,1006,1005,Color:Red;Size:L,LG,Living Room;Smartphones
P0001654,Product 1654,Description of Product 1654,125.56,Kitchen,1003,1005,Color:Blue;Size:L;Material:Wood,Philips,Electronics;Utensils
P0001655,Product 1655,Description of Product 1655,653.4,Electronics,1001,1002,Color:Brown;Size:M,Panasonic,Gadgets;Kitchen
P0001656,Product 1656,Description of Product 1656,481.8,Electronics,1001,1002,Color:Brown;Size:XL,Ikea,Kitchen;Furniture
P0001657,Product 1657,Description of Product 1657,899.81,Furniture,1004,1004,Color:Black;Size:S;Material:Wood,Samsung,Home;Utensils
P0001658,Product 1658,Description of Product 1658,501.25,Home Appliances,1002,1003,Color:Brown;Size:L;Voltage:220V,Philips,Smartphones;Utensils
P0001659,Product 1659,Description of Product 1659,278.7,Home Appliances,1002,1002,Color:Blue;Size:S;Voltage:110V,Philips,Gadgets;Furniture
P0001660,Product 1660,Description of Product 1660,934.03,Home Appliances,1002,1001,Color:Black;Size:S;Voltage:220V,Philips,Utensils;Furniture
P0001661,Product 1661,Description of Product 1661,444.44,Furniture,1004,1005,Color:Brown;Size:S;Material:Wood,LG,Smartphones;Gadgets
P0001662,Product 1662,Description of Product 1662,367.87,Furniture,1004,1001,Color:White;Size:S;Material:Plastic,LG,Utensils;Furniture
P0001663,Product 1663,Description of Product 1663,714.81,Electronics,1001,1003,Color:Black;Size:XL,Panasonic,Electronics;Kitchen
P0001664,Product 1664,Description of Product 1664,140.64,Furniture,1004,1004,Color:White;Size:XL;Material:Steel,Philips,Smartphones;Gadgets
P0001665,Product 1665,Description of Product 1665,893.26,Kitchen,1003,1004,Color:Red;Size:L;Material:Plastic,Panasonic,Home;Smartphones
P0001666,Product 1666,Description of Product 1666,626.55,Books,1006,1005,Color:Brown;Size:S,Samsung,Smartphones;Utensils
P0001667,Product 1667,Description of Product 1667,638.26,Toys,1005,,Color:Red;Size:L,Samsung,Utensils;Electronics
P0001668,Product 1668,Description of Product 1668,689.05,Books,1006,1003,Color:Blue;Size:L,Philips,Home;Smartphones
P0001669,Product 1669,Description of Product 1669,956.75,Electronics,1001,1005,Color:Red;Size:XL,Philips,Furniture;Gadgets
P0001670,Product 1670,Description of Product 1670,465.52,Electronics,1001,1002,Color:Black;Size:S,Ikea,Utensils;Furniture
P0001671,Product 1671,Description of Product 1671,64.28,Toys,1005,1001,Color:Black;Size:M,Sony,Living Room;Home
P0001672,Product 1672,Description of Product 1672,954.52,Furniture,1004,1004,Color:Blue;Size:S;Material:Plastic,LG,Utensils;Living Room
P0001673,Product 1673,Description of Product 1673,945.62,Books,1006,1004,Color:Brown;Size:M,Samsung,Electronics;Home
P0001674,Product 1674,Description of Product 1674,558.83,Furniture,1004,1003,Color:Black;Size:M;Material:Wood,Sony,Kitchen;Home
P0001675,Product 1675,Description of Product 1675,72.03,Home Appliances,1002,1002,Color:Blue;Size:S;Voltage:220V,Samsung,Gadgets;Furniture
P0001676,Product 1676,Description of Product 1676,303.38,Electronics,1001,1005,Color:Black;Size:L,Sony,Smartphones;Utensils
P0001677,Product 1677,Description of Product 1677,487.83,Kitchen,1003,1002,Color:Brown;Size:XL;Material:Plastic,Samsung,Furniture;Kitchen
P0001678,Product 1678,Description of Product 1678,892.65,Electronics,1001,1002,Color:Blue;Size:M,Samsung,Home;Utensils
P0001679,Product 1679,Description of Product 1679,127.56,Toys,1005,,Color:Black;Size:M,Samsung,Kitchen;Smartphones
P0001680,Product 1680,Description of Product 1680,660.33,Electronics,1001,1004,Color:Brown;Size:XL,Panasonic,Gadgets;Furniture
P0001681,Product 1681,Description of Product 1681,108.61,Furniture,1004,1005,Color:Brown;Size:S;Material:Plastic,LG,Kitchen;Home
P0001682,Product 1682,Description of Product 1682,123.9,Kitchen,1003,1004,Color:Blue;Size:L;Material:Steel,LG,Electronics;Smartphones
P0001683,Product 1683,Description of Product 1683,672.61,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:220V,Philips,Living Room;Kitchen
P0001684,Product 1684,Description of Product 1684,432.86,Toys,1005,1001,Color:White;Size:XL,Ikea,Utensils;Electronics
P0001685,Product 1685,Description of Product 1685,865.44,Kitchen,1003,1004,Color:Red;Size:XL;Material:Plastic,Samsung,Furniture;Gadgets
P0001686,Product 1686,Description of Product 1686,360.33,Toys,1005,1001,Color:Red;Size:S,Panasonic,Kitchen;Furniture
P0001687,Product 1687,Description of Product 1687,449.05,Kitchen,1003,1003,Color:Black;Size:S;Material:Wood,Samsung,Gadgets;Home
P0001688,Product 1688,Description of Product 1688,292.14,Toys,1005,1002,Color:Red;Size:S,Ikea,Furniture;Kitchen
P0001689,Product 1689,Description of Product 1689,262.11,Kitchen,1003,1003,Color:Brown;Size:XL;Material:Wood,Ikea,Electronics;Kitchen
P0001690,Product 1690,Description of Product 1690,71.46,Kitchen,1003,1004,Color:Red;Size:S;Material:Plastic,Philips,Furniture;Smartphones
P0001691,Product 1691,Description of Product 1691,809.53,Kitchen,1003,1001,Color:Red;Size:M;Material:Steel,Sony,Electronics;Living Room
P0001692,Product 1692,Description of Product 1692,859.39,Furniture,1004,1002,Color:Red;Size:XL;Material:Plastic,Panasonic,Electronics;Furniture
P0001693,Product 1693,Description of Product 1693,347.86,Books,1006,1004,Color:Brown;Size:L,LG,Living Room;Electronics
P0001694,Product 1694,Description of Product 1694,299.46,Books,1006,1005,Color:Brown;Size:S,Panasonic,Home;Utensils
P0001695,Product 1695,Description of Product 1695,168.16,Furniture,1004,1002,Color:White;Size:M;Material:Wood,Sony,Home;Living Room
P0001696,Product 1696,Description of Product 1696,414.48,Books,1006,1005,Color:White;Size:L,Samsung,Living Room;Electronics
P0001697,Product 1697,Description of Product 1697,978.07,Home Appliances,1002,,Color:Red;Size:XL;Voltage:220V,Ikea,Furniture;Living Room
P0001698,Product 1698,Description of Product 1698,367.39,Books,1006,1001,Color:Brown;Size:L,Samsung,Kitchen;Furniture
P0001699,Product 1699,Description of Product 1699,870.88,Electronics,1001,1003,Color:White;Size:M,Panasonic,Smartphones;Gadgets
P0001700,Product 1700,Description of Product 1700,894.26,Home Appliances,1002,,Color:Brown;Size:XL;Voltage:220V,Ikea,Home;Utensils
P0001701,Product 1701,Description of Product 1701,199.63,Electronics,1001,1003,Color:Brown;Size:M,Philips,Gadgets;Utensils
P0001702,Product 1702,Description of Product 1702,113.13,Books,1006,1002,Color:Red;Size:S,Panasonic,Living Room;Furniture
P0001703,Product 1703,Description of Product 1703,371.03,Toys,1005,1005,Color:Brown;Size:S,Ikea,Furniture;Smartphones
P0001704,Product 1704,Description of Product 1704,332.43,Electronics,1001,1005,Color:Brown;Size:L,LG,Smartphones;Kitchen
P0001705,Product 1705,Description of Product 1705,436.83,Books,1006,1001,Color:Blue;Size:M,Ikea,Electronics;Furniture
P0001706,Product 1706,Description of Product 1706,192.13,Electronics,1001,1004,Color:Red;Size:L,LG,Home;Smartphones
P0001707,Product 1707,Description of Product 1707,848.82,Home Appliances,1002,,Color:Black;Size:M;Voltage:110V,Samsung,Gadgets;Home
P0001708,Product 1708,Description of Product 1708,731.05,Kitchen,1003,1003,Color:Red;Size:S;Material:Steel,Sony,Electronics;Home
P0001709,Product 1709,Description of Product 1709,686.01,Kitchen,1003,1002,Color:Black;Size:M;Material:Plastic,Philips,Electronics;Kitchen
P0001710,Product 1710,Description of Product 1710,617.59,Toys,1005,1002,Color:Red;Size:XL,Sony,Smartphones;Living Room
P0001711,Product 1711,Description of Product 1711,271.16,Furniture,1004,1005,Color:White;Size:M;Material:Wood,Sony,Home;Gadgets
P0001712,Product 1712,Description of Product 1712,432.42,Kitchen,1003,1003,Color:Brown;Size:M;Material:Wood,Samsung,Smartphones;Gadgets
P0001713,Product 1713,Description of Product 1713,432.44,Furniture,1004,1004,Color:White;Size:XL;Material:Steel,Sony,Furniture;Electronics
P0001714,Product 1714,Description of Product 1714,250.01,Books,1006,1004,Color:Red;Size:L,Samsung,Furniture;Home
P0001715,Product 1715,Description of Product 1715,467.78,Toys,1005,1004,Color:Blue;Size:S,Panasonic,Smartphones;Home
P0001716,Product 1716,Description of Product 1716,712.38,Toys,1005,1003,Color:Blue;Size:L,LG,Electronics;Gadgets
P0001717,Product 1717,Description of Product 1717,253.22,Books,1006,1005,Color:White;Size:L,Philips,Smartphones;Furniture
P0001718,Product 1718,Description of Product 1718,730.26,Furniture,1004,1004,Color:Blue;Size:L;Material:Plastic,LG,Living Room;Kitchen
P0001719,Product 1719,Description of Product 1719,324.31,Kitchen,1003,1005,Color:Brown;Size:XL;Material:Plastic,Ikea,Home;Kitchen
P0001720,Product 1720,Description of Product 1720,725.1,Books,1006,1003,Color:Red;Size:L,LG,Living Room;Electronics
P0001721,Product 1721,Description of Product 1721,177.44,Kitchen,1003,1002,Color:Red;Size:XL;Material:Steel,Sony,Utensils;Kitchen
P0001722,Product 1722,Description of Product 1722,662.28,Books,1006,1002,Color:Black;Size:M,Ikea,Kitchen;Utensils
P0001723,Product 1723,Description of Product 1723,515.88,Kitchen,1003,1002,Color:Blue;Size:S;Material:Plastic,Panasonic,Kitchen;Home
P0001724,Product 1724,Description of Product 1724,542.47,Home Appliances,1002,1002,Color:Blue;Size:S;Voltage:110V,Sony,Home;Gadgets
P0001725,Product 1725,Description of Product 1725,367.87,Furniture,1004,1001,Color:Brown;Size:S;Material:Wood,Sony,Gadgets;Utensils
P0001726,Product 1726,Description of Product 1726,94.05,Books,1006,1001,Color:Blue;Size:L,Samsung,Furniture;Home
P0001727,Product 1727,Description of Product 1727,325.0,Toys,1005,1003,Color:Red;Size:S,Sony,Utensils;Home
P0001728,Product 1728,Description of Product 1728,306.0,Books,1006,,Color:Red;Size:L,Sony,Smartphones;Electronics
P0001729,Product 1729,Description of Product 1729,783.4,Kitchen,1003,1002,Color:Blue;Size:M;Material:Plastic,Philips,Gadgets;Utensils
P0001730,Product 1730,Description of Product 1730,892.35,Furniture,1004,,Color:Black;Size:XL;Material:Wood,Ikea,Electronics;Living Room
P0001731,Product 1731,Description of Product 1731,264.63,Books,1006,1001,Color:Black;Size:S,LG,Electronics;Kitchen
P0001732,Product 1732,Description of Product 1732,939.49,Books,1006,1002,Color:Brown;Size:XL,Philips,Utensils;Kitchen
P0001733,Product 1733,Description of Product 1733,424.27,Books,1006,1001,Color:Blue;Size:L,LG,Living Room;Kitchen
P0001734,Product 1734,Description of Product 1734,458.04,Furniture,1004,1004,Color:Black;Size:M;Material:Wood,LG,Home;Smartphones
P0001735,Product 1735,Description of Product 1735,322.67,Furniture,1004,1005,Color:White;Size:S;Material:Plastic,LG,Gadgets;Furniture
P0001736,Product 1736,Description of Product 1736,100.82,Electronics,1001,1005,Color:Brown;Size:L,Samsung,Electronics;Kitchen
P0001737,Product 1737,Description of Product 1737,592.99,Home Appliances,1002,1004,Color:Blue;Size:S;Voltage:220V,Ikea,Electronics;Kitchen
P0001738,Product 1738,Description of Product 1738,741.91,Home Appliances,1002,1004,Color:Blue;Size:M;Voltage:110V,Ikea,Smartphones;Kitchen
P0001739,Product 1739,Description of Product 1739,721.39,Toys,1005,1002,Color:Black;Size:M,LG,Gadgets;Kitchen
P0001740,Product 1740,Description of Product 1740,362.5,Home Appliances,1002,,Color:White;Size:L;Voltage:110V,Sony,Electronics;Kitchen
P0001741,Product 1741,Description of Product 1741,645.16,Books,1006,1002,Color:Blue;Size:XL,Philips,Smartphones;Gadgets
P0001742,Product 1742,Description of Product 1742,917.14,Electronics,1001,1002,Color:Blue;Size:S,Philips,Home;Electronics
P0001743,Product 1743,Description of Product 1743,947.79,Kitchen,1003,1001,Color:Black;Size:M;Material:Steel,Samsung,Electronics;Home
P0001744,Product 1744,Description of Product 1744,142.38,Toys,1005,1001,Color:Red;Size:XL,Sony,Utensils;Smartphones
P0001745,Product 1745,Description of Product 1745,546.41,Home Appliances,1002,1003,Color:Red;Size:L;Voltage:110V,Samsung,Smartphones;Home
P0001746,Product 1746,Description of Product 1746,226.7,Books,1006,,Color:Brown;Size:M,Panasonic,Smartphones;Home
P0001747,Product 1747,Description of Product 1747,566.35,Electronics,1001,,Color:Red;Size:S,Samsung,Smartphones;Electronics
P0001748,Product 1748,Description of Product 1748,929.45,Toys,1005,1005,Color:Black;Size:M,Sony,Electronics;Living Room
P0001749,Product 1749,Description of Product 1749,877.72,Home Appliances,1002,1004,Color:Blue;Size:XL;Voltage:110V,Ikea,Kitchen;Gadgets
P0001750,Product 1750,Description of Product 1750,448.83,Kitchen,1003,,Color:White;Size:XL;Material:Wood,Panasonic,Home;Electronics
P0001751,Product 1751,Description of Product 1751,624.7,Kitchen,1003,1003,Color:Red;Size:S;Material:Plastic,Philips,Smartphones;Furniture
P0001752,Product 1752,Description of Product 1752,153.33,Furniture,1004,1002,Color:Red;Size:S;Material:Steel,Philips,Furniture;Kitchen
P0001753,Product 1753,Description of Product 1753,699.24,Electronics,1001,1002,Color:White;Size:XL,Panasonic,Furniture;Home
P0001754,Product 1754,Description of Product 1754,248.55,Furniture,1004,1002,Color:Black;Size:M;Material:Wood,Philips,Living Room;Kitchen
P0001755,Product 1755,Description of Product 1755,879.26,Toys,1005,,Color:Brown;Size:S,Samsung,Furniture;Living Room
P0001756,Product 1756,Description of Product 1756,278.87,Furniture,1004,,Color:Brown;Size:S;Material:Wood,Ikea,Utensils;Gadgets
P0001757,Product 1757,Description of Product 1757,494.63,Electronics,1001,1005,Color:Black;Size:S,Panasonic,Living Room;Utensils
P0001758,Product 1758,Description of Product 1758,391.33,Furniture,1004,1004,Color:Blue;Size:L;Material:Plastic,LG,Kitchen;Furniture
P0001759,Product 1759,Description of Product 1759,441.02,Toys,1005,1003,Color:Red;Size:L,Panasonic,Kitchen;Home
P0001760,Product 1760,Description of Product 1760,576.74,Home Appliances,1002,1004,Color:Brown;Size:XL;Voltage:110V,LG,Home;Kitchen
P0001761,Product 1761,Description of Product 1761,937.73,Books,1006,1004,Color:Blue;Size:L,Panasonic,Utensils;Kitchen
P0001762,Product 1762,Description of Product 1762,744.34,Books,1006,1002,Color:Black;Size:S,Samsung,Gadgets;Utensils
P0001763,Product 1763,Description of Product 1763,894.1,Toys,1005,1005,Color:Red;Size:S,Panasonic,Living Room;Electronics
P0001764,Product 1764,Description of Product 1764,999.38,Electronics,1001,1001,Color:Blue;Size:S,Samsung,Gadgets;Kitchen
P0001765,Product 1765,Description of Product 1765,110.88,Furniture,1004,1001,Color:Red;Size:L;Material:Steel,Philips,Kitchen;Electronics
P0001766,Product 1766,Description of Product 1766,868.33,Books,1006,1004,Color:Blue;Size:S,Samsung,Kitchen;Electronics
P0001767,Product 1767,Description of Product 1767,847.87,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:110V,Ikea,Gadgets;Electronics
P0001768,Product 1768,Description of Product 1768,395.47,Books,1006,1003,Color:Red;Size:M,Ikea,Furniture;Electronics
P0001769,Product 1769,Description of Product 1769,276.14,Toys,1005,1005,Color:White;Size:L,Samsung,Kitchen;Electronics
P0001770,Product 1770,Description of Product 1770,306.83,Kitchen,1003,1004,Color:Black;Size:L;Material:Wood,LG,Furniture;Electronics
P0001771,Product 1771,Description of Product 1771,414.89,Furniture,1004,1001,Color:Blue;Size:XL;Material:Wood,Samsung,Living Room;Gadgets
P0001772,Product 1772,Description of Product 1772,46.91,Kitchen,1003,,Color:Brown;Size:S;Material:Plastic,Ikea,Furniture;Home
P0001773,Product 1773,Description of Product 1773,585.54,Furniture,1004,,Color:Brown;Size:XL;Material:Plastic,Sony,Living Room;Utensils
P0001774,Product 1774,Description of Product 1774,844.05,Electronics,1001,1003,Color:Black;Size:M,Samsung,Living Room;Gadgets
P0001775,Product 1775,Description of Product 1775,513.32,Home Appliances,1002,,Color:White;Size:L;Voltage:110V,LG,Kitchen;Gadgets
P0001776,Product 1776,Description of Product 1776,117.23,Toys,1005,1003,Color:White;Size:M,LG,Gadgets;Utensils
P0001777,Product 1777,Description of Product 1777,720.26,Toys,1005,,Color:Black;Size:M,Ikea,Living Room;Electronics
P0001778,Product 1778,Description of Product 1778,157.23,Electronics,1001,1005,Color:Red;Size:L,Samsung,Gadgets;Utensils
P0001779,Product 1779,Description of Product 1779,472.6,Home Appliances,1002,,Color:Brown;Size:XL;Voltage:110V,Panasonic,Gadgets;Kitchen
P0001780,Product 1780,Description of Product 1780,488.53,Toys,1005,1003,Color:White;Size:L,LG,Utensils;Gadgets
P0001781,Product 1781,Description of Product 1781,175.01,Home Appliances,1002,1005,Color:Brown;Size:M;Voltage:220V,Panasonic,Smartphones;Furniture
P0001782,Product 1782,Description of Product 1782,673.51,Toys,1005,1005,Color:Black;Size:XL,Sony,Home;Furniture
P0001783,Product 1783,Description of Product 1783,215.41,Kitchen,1003,,Color:Blue;Size:M;Material:Steel,Samsung,Kitchen;Furniture
P0001784,Product 1784,Description of Product 1784,554.94,Toys,1005,1001,Color:Black;Size:L,Ikea,Living Room;Utensils
P0001785,Product 1785,Description of Product 1785,778.69,Toys,1005,1004,Color:Brown;Size:L,Panasonic,Furniture;Home
